IsBadBuy,RefId
0.0584,71143
0.1956,68581
0.048,17844
0.0152,2579
0.1844,37058
0.0196,11187
0.0494,62811
0.3334,47854
0.3616,54782
0.4652,20346
0.082,30260
0.1138,49211
0.0898,69530
0.0988,5485
0.0768,67814
0.0478,22270
0.0162,45030
0.0066,7695
0.0914,57809
0.153,71211
0.0854,30386
0.03,63871
0.2006,51270
0.0008,29144
0.1974,42044
0.0908,66022
0.0496,49568
0.0168,4969
0.0706,1196
0.0116,41008
0.2356,5742
0.0944,51901
0.267,13675
0.0006,43343
0.0654,53432
0.15,23989
0.0298,43478
0.7192,64078
0.0632,69470
0.4736,49172
0.043,8445
0.0116,45362
0.0848,28447
0.0126,31118
0.1586,16705
0.0214,61736
0.0316,22570
0.0206,38815
0.1052,13415
0.1648,40440
0.0824,52594
0.0158,35379
0.0388,71168
0.03,28552
0.1574,50283
0.0078,16287
0.0292,4412
0.0874,1421
0.0492,27318
0.0906,64577
0.083,40313
0.1274,33107
0.2956,72681
0.1188,61359
0.0594,41772
0.0274,19045
0.2414,6614
0.1474,61921
0.0414,35260
0.0148,38875
0.165,4233
0.0826,5456
0.1124,22535
0.003,57481
0.1926,42988
0.0488,11481
0.063,34489
0.3986,71856
0.0636,65919
0.1236,60590
0.2704,7861
0.334,54287
0.0566,8371
0.0288,34977
0.059,36569
0.1206,65348
0.0362,44111
0.1676,9900
0.0266,21466
0.1278,60777
0.125,20817
0.0734,20114
0.1774,2539
0.3934,44564
0.0154,54511
0.0786,38071
0.0062,53413
0.1368,61304
0.3052,28286
0.073,41836
0.6144,59484
0.0308,35025
0.048,43785
0.1552,42556
0.0096,32195
0.0152,44645
0.0884,21123
0.083,25053
0.2354,34794
0.0588,68366
0.1572,43664
0.097,64757
0.1144,41234
0.0436,17817
0.2398,58760
0.012,58612
0.1502,61082
0.1688,26271
0.1172,60074
0.057,62405
0.1196,41670
0.128,40855
0.1282,39464
0.058,12223
0.113,27560
0.0338,3567
0.226,22903
0.0002,53800
0.0716,68830
0.1362,39288
0.1868,16305
0.5654,56047
0.0318,28433
0.1204,60042
0.0836,11347
0.0968,16658
0.1596,72723
0.05,69973
0.1964,62310
0.004,32742
0.6692,56052
0.021,13964
0.1392,39626
0.8054,70541
0.062,32098
0.1272,65530
0.0514,53250
0.7178,63816
0.0746,56434
0.0992,49580
0.1962,63687
0.1408,58500
0.143,42579
0.025,45683
0.0496,66689
0.0974,20905
0.017,5806
0.0698,22349
0.1218,31795
0.0184,1862
0.1174,14801
0.032,71344
0.0042,29209
0.0,53846
0.0692,9226
0.1238,15660
0.2402,3237
0.1812,38477
0.2676,7045
0.3168,40540
0.3046,59297
0.0458,17340
0.1322,19020
0.2682,45276
0.221,55020
0.1536,627
0.178,3099
0.0418,67818
0.0014,21450
0.015,35834
0.0138,59041
0.0596,35989
0.0678,32842
0.0982,33161
0.1018,27256
0.0618,12878
0.0004,53788
0.0236,36256
0.1122,30618
0.0378,62623
0.1814,11133
0.0702,38857
0.0636,63999
0.1954,25590
0.7104,59924
0.019,4909
0.1112,42012
0.0372,35411
0.1596,8645
0.0098,29702
0.0276,15477
0.2748,33828
0.122,43831
0.164,2815
0.1268,58547
0.1334,33987
0.0454,36343
0.0394,33461
0.0726,6009
0.1808,32804
0.0258,63526
0.0822,38487
0.0776,5200
0.0,32256
0.0024,29519
0.061,19892
0.349,7334
0.1426,47824
0.108,32967
0.7456,71625
0.076,54275
0.0132,36338
0.0358,20002
0.2342,56068
0.0044,16019
0.0688,3879
0.1944,27480
0.0042,7809
0.1286,56432
0.004,4952
0.1668,38810
0.0296,35412
0.0302,50476
0.2136,52037
0.1556,63050
0.1034,26576
0.0078,55756
0.0828,30516
0.0954,1573
0.0546,32485
0.0696,36751
0.1638,17303
0.302,41723
0.1036,7568
0.1596,16814
0.1358,71725
0.7944,540
0.0786,57894
0.2174,7003
0.2152,51553
0.0156,56352
0.0042,34287
0.0236,15174
0.0382,67870
0.0584,27241
0.0076,39945
0.116,70681
0.0258,33469
0.156,44611
0.0028,63101
0.236,14044
0.3728,13377
0.0072,29261
0.1904,1607
0.0634,69270
0.1216,19541
0.0486,4501
0.6724,61707
0.0986,35588
0.1632,9447
0.087,57030
0.0308,16143
0.0628,19576
0.072,54852
0.2466,21819
0.076,45010
0.2382,41329
0.0996,71805
0.0004,51786
0.0866,19243
0.155,2337
0.1486,1600
0.161,62497
0.0682,13893
0.0396,37388
0.128,6221
0.09,68469
0.1044,22997
0.5982,59790
0.1722,69514
0.0244,183
0.0266,20386
0.1702,6087
0.0904,19296
0.0464,3106
0.2486,34918
0.036,34264
0.1,18836
0.2276,63375
0.0858,14981
0.2174,30224
0.1472,15823
0.0968,40702
0.1198,32836
0.0058,24948
0.015,61410
0.0674,43032
0.0012,55864
0.1426,72540
0.136,50522
0.0888,61711
0.0678,20708
0.1212,9353
0.0916,69185
0.0024,53877
0.275,8307
0.3112,6795
0.02,38538
0.1708,65302
0.2,3345
0.0336,57851
0.0004,55295
0.198,7420
0.061,20767
0.3788,28201
0.002,23364
0.0,53790
0.1404,51983
0.0458,37548
0.2586,27064
0.3088,22326
0.137,51170
0.0848,62722
0.2308,37080
0.0014,9774
0.0736,60545
0.0786,70333
0.0772,35164
0.0612,28436
0.0972,908
0.007,62652
0.0348,69311
0.0036,56675
0.1564,57301
0.037,14370
0.1578,1688
0.0014,54496
0.0862,48566
0.0818,71753
0.143,69368
0.1926,26248
0.5514,42134
0.1506,60214
0.0654,53022
0.8166,59857
0.0082,42494
0.113,8356
0.0396,32727
0.001,24512
0.073,63193
0.047,69494
0.5692,36330
0.0314,33428
0.1466,68941
0.1544,11686
0.0014,55481
0.1118,24714
0.0086,24744
0.0424,230
0.0576,19567
0.0406,3671
0.0836,19127
0.0204,3998
0.1578,71226
0.1302,15375
0.0918,10619
0.0806,23887
0.0906,36337
0.1232,27613
0.1054,1901
0.0186,52083
0.0484,16534
0.1598,56122
0.078,6308
0.119,58346
0.1088,27479
0.0406,10672
0.0506,57627
0.0892,72541
0.0362,25851
0.0076,41188
0.0314,46845
0.1536,48102
0.0996,63197
0.1158,21270
0.0538,41072
0.169,5246
0.0052,5835
0.026,56688
0.146,57237
0.1174,37743
0.0758,2280
0.0106,27073
0.1326,68953
0.1552,36774
0.1102,55343
0.2016,72191
0.1532,14934
0.0858,49390
0.1108,29613
0.0636,61233
0.0168,1466
0.0112,54822
0.009,7991
0.3426,7456
0.196,59433
0.1336,54968
0.3204,25421
0.0114,40332
0.1408,62493
0.1314,59310
0.1602,47003
0.1814,52633
0.0802,36827
0.2194,68937
0.1078,24934
0.0672,12539
0.0934,68362
0.064,28658
0.1302,70874
0.0262,49057
0.1178,37162
0.0222,56166
0.0004,36261
0.0762,37314
0.1354,4362
0.05,9878
0.2008,33966
0.007,42023
0.23,46072
0.0954,16626
0.1206,67825
0.046,29068
0.0822,71358
0.0372,23559
0.1896,10677
0.2568,49879
0.0686,54608
0.009,55983
0.1186,59156
0.1778,46691
0.6046,49513
0.1128,13115
0.1576,46517
0.407,53990
0.2712,4397
0.1962,28271
0.104,11268
0.0672,13017
0.022,61985
0.1494,58647
0.0682,42126
0.7486,62199
0.2436,32677
0.1224,38928
0.189,35239
0.0534,65242
0.1264,36651
0.2862,72015
0.0298,69390
0.1444,34337
0.0332,43411
0.0984,67792
0.0388,44157
0.1316,57925
0.3698,40772
0.0246,36150
0.014,39492
0.1156,28487
0.18,18108
0.052,1404
0.2364,72598
0.1102,1108
0.1018,28415
0.0622,56141
0.1624,30307
0.1942,16
0.0396,38811
0.0406,40997
0.0896,56472
0.0258,56716
0.0262,28273
0.0516,52800
0.1048,18549
0.044,12155
0.1614,45618
0.1074,45924
0.094,52157
0.0514,6557
0.2862,14114
0.3142,1769
0.0382,41594
0.0522,7381
0.1988,23961
0.0542,21071
0.0004,30932
0.0728,13746
0.105,36648
0.1702,48512
0.03,30273
0.285,49751
0.0308,38746
0.2528,65246
0.0612,10367
0.1208,9642
0.2586,24251
0.2016,37857
0.0252,18792
0.1076,28364
0.0508,47947
0.0066,40812
0.6028,12664
0.0164,10547
0.029,50843
0.1258,19570
0.2476,69029
0.071,41760
0.144,30445
0.2556,71221
0.2022,5321
0.1966,27202
0.0332,67147
0.093,56577
0.11,25357
0.1922,47445
0.1334,21169
0.0196,3939
0.161,9899
0.1206,58349
0.0528,24102
0.0634,34208
0.2978,6376
0.1208,23450
0.1018,37890
0.0896,18723
0.2024,71840
0.0602,58322
0.0704,6422
0.0376,9002
0.1426,3765
0.0814,21180
0.1708,59286
0.0366,59496
0.103,39069
0.044,46769
0.0312,58661
0.1602,43600
0.0196,66996
0.1382,43683
0.073,40788
0.0948,50963
0.1032,40696
0.0222,853
0.0016,29174
0.2106,7235
0.0528,71179
0.0708,15135
0.0374,67756
0.1232,13606
0.1944,7100
0.1518,37760
0.0088,55594
0.1384,11052
0.0094,55316
0.0944,67522
0.193,386
0.0728,30569
0.0428,54369
0.4542,16486
0.041,56160
0.1426,4355
0.0746,52348
0.0234,5065
0.1134,44550
0.1228,57734
0.0396,71433
0.068,4902
0.2928,30584
0.0988,64624
0.2508,44864
0.0938,40015
0.232,59193
0.002,53451
0.0408,49564
0.024,50419
0.1228,65995
0.0,55795
0.0562,57089
0.0296,71570
0.1252,7985
0.1662,70531
0.048,64134
0.0014,22410
0.1614,3044
0.0826,70115
0.0698,18374
0.0596,18335
0.062,67232
0.0014,53585
0.2134,30552
0.036,41850
0.2984,48767
0.1568,33173
0.3992,37518
0.1322,9017
0.0388,15470
0.2846,40187
0.0452,52310
0.1182,28571
0.1602,70977
0.3342,22976
0.0314,13838
0.0214,15190
0.0796,48783
0.0042,40802
0.18,59452
0.2818,14703
0.0,31459
0.099,19730
0.294,20427
0.0918,54285
0.0816,23449
0.042,51020
0.0774,48363
0.0676,65616
0.2104,42792
0.048,68019
0.0962,50726
0.005,60757
0.0696,58155
0.0412,45529
0.1566,51138
0.7874,69037
0.2084,791
0.4838,10746
0.189,36685
0.1286,24339
0.1856,58437
0.3738,57906
0.3944,58506
0.1926,32939
0.1834,56814
0.1162,26034
0.1256,26720
0.0982,45941
0.1348,19721
0.0192,32241
0.2254,1935
0.1626,5961
0.058,17251
0.0568,60442
0.1204,3011
0.092,7798
0.1048,65752
0.0798,59137
0.0594,10302
0.059,27665
0.1658,39002
0.0578,17710
0.0844,47373
0.2978,8695
0.0208,12971
0.056,52520
0.0362,21782
0.1498,8597
0.3464,14520
0.1176,14483
0.0498,10116
0.0546,16972
0.5778,60487
0.098,68376
0.0752,56240
0.0876,14786
0.176,15851
0.2426,41556
0.0576,548
0.0686,13698
0.7902,57571
0.2042,15113
0.171,6158
0.075,9842
0.0926,23342
0.1372,20281
0.1052,5395
0.0852,5497
0.0012,29643
0.1008,50717
0.1786,5975
0.131,22290
0.2338,11766
0.0056,47065
0.1754,61987
0.1142,27404
0.159,40866
0.0192,62809
0.1278,12880
0.0248,8454
0.0008,54053
0.0432,52759
0.0094,16632
0.3068,61323
0.0094,31220
0.1216,14435
0.0888,43436
0.2002,40828
0.168,34283
0.1358,63865
0.1256,28332
0.0854,39582
0.0058,31719
0.0614,5576
0.0076,35142
0.0828,48659
0.0912,3133
0.0598,3140
0.0244,72260
0.0452,14651
0.2616,28420
0.2026,22411
0.1964,38111
0.0522,1925
0.0628,38214
0.0772,29742
0.038,70186
0.0358,64109
0.0146,51739
0.096,36547
0.1158,43198
0.1418,40176
0.1362,44778
0.0518,20102
0.0292,3579
0.1492,15864
0.1932,40361
0.148,59541
0.2744,965
0.2482,2728
0.1642,32654
0.059,48781
0.1462,47782
0.1886,39297
0.1386,22500
0.1408,10159
0.1508,9001
0.6648,67903
0.6136,19808
0.0798,27143
0.018,14596
0.1082,43867
0.0212,15434
0.2976,16776
0.1028,51703
0.0036,32246
0.0076,55882
0.0556,23341
0.045,52467
0.1364,28882
0.167,35639
0.7342,57930
0.2788,45218
0.0518,28277
0.0434,48079
0.1292,16402
0.0262,47993
0.1548,23389
0.1004,7060
0.1788,30853
0.4094,12237
0.08,31560
0.3084,25760
0.034,62375
0.1552,61202
0.1462,57161
0.0462,24694
0.0268,68306
0.1656,16987
0.0832,52919
0.0034,54502
0.2752,6882
0.05,54895
0.0178,52518
0.451,17616
0.1588,26884
0.0406,50667
0.0464,5830
0.054,70143
0.0668,56454
0.346,47643
0.0446,2737
0.048,502
0.013,55720
0.1952,57072
0.0456,21347
0.003,54017
0.0216,35328
0.053,1365
0.1128,27062
0.2744,45812
0.1038,19440
0.2084,59243
0.2382,22993
0.1534,12771
0.1574,76
0.0598,8544
0.0178,69041
0.0016,24087
0.1802,46923
0.091,36930
0.0692,18321
0.089,60920
0.1082,62348
0.1504,34645
0.0388,28653
0.3222,57326
0.032,25921
0.108,5884
0.1906,61124
0.1588,60687
0.0102,4891
0.2062,68368
0.2542,22549
0.0704,51095
0.43,22018
0.0504,51733
0.1062,71075
0.0848,22948
0.0342,42173
0.0082,30944
0.0768,18671
0.0502,26704
0.263,14293
0.1724,29838
0.4632,37913
0.6978,66453
0.043,55016
0.249,40959
0.0826,15589
0.1978,27019
0.2098,13830
0.0898,23483
0.146,3182
0.1514,9283
0.1418,48081
0.0524,51587
0.103,50552
0.2788,45937
0.0062,36145
0.0076,34750
0.2762,15635
0.0476,33962
0.0436,17110
0.1222,17926
0.0106,55314
0.237,27371
0.0124,28727
0.0074,55687
0.0858,22962
0.243,33365
0.1648,8377
0.0164,39194
0.1312,33659
0.1216,45481
0.1188,34056
0.0408,7508
0.7222,56245
0.1626,57566
0.0386,45780
0.005,42890
0.1958,40364
0.1668,22262
0.2546,19890
0.253,28605
0.1308,27620
0.0014,53715
0.1288,66409
0.1024,26697
0.2506,38362
0.039,39386
0.1558,26065
0.2194,51246
0.0528,34267
0.0778,14966
0.1936,15592
0.0562,67441
0.066,72737
0.0358,63761
0.1054,15668
0.0572,66072
0.0772,51489
0.3556,1809
0.0318,69123
0.0016,53888
0.0716,36815
0.12,9708
0.06,13050
0.1436,33534
0.2686,14236
0.0692,51606
0.7588,68660
0.0,55375
0.0344,19587
0.0384,40838
0.0706,22679
0.0066,15491
0.0624,63159
0.051,58307
0.0246,5530
0.001,55468
0.1,66219
0.1076,6275
0.165,61069
0.1428,3084
0.0806,26404
0.1848,37532
0.1754,50869
0.121,30785
0.0948,22598
0.0442,9496
0.1036,20254
0.147,5847
0.2502,66876
0.2052,20222
0.0822,32340
0.8204,69016
0.049,70823
0.0612,7066
0.0136,7189
0.0342,925
0.1748,28357
0.0786,61382
0.001,53408
0.3802,60878
0.2362,6491
0.2618,43680
0.0008,32171
0.0606,2794
0.02,61460
0.1772,14572
0.2072,39911
0.0002,53151
0.0998,71028
0.014,5991
0.114,34395
0.0678,61677
0.2126,26291
0.1588,32955
0.1308,51092
0.031,69767
0.0628,20940
0.0376,31778
0.1148,71754
0.0758,40782
0.1236,65903
0.0798,45171
0.0956,41224
0.0488,43053
0.0716,54413
0.0044,29529
0.011,47460
0.1638,18278
0.1586,72200
0.034,35752
0.038,26396
0.1038,6540
0.0914,38046
0.1264,51590
0.025,66993
0.07,45903
0.0636,72013
0.201,5717
0.0728,21151
0.0186,8179
0.0218,46970
0.0418,66195
0.22,47626
0.2322,16420
0.33,13611
0.2478,7562
0.118,7179
0.0446,58128
0.1026,69322
0.1726,41010
0.161,55198
0.179,18353
0.111,27255
0.0476,11351
0.0812,39551
0.2788,22103
0.189,14944
0.1278,21473
0.0604,35013
0.0006,54060
0.0638,67704
0.0324,4242
0.1312,41767
0.2312,19628
0.2306,22557
0.0654,11281
0.0528,41397
0.0606,64876
0.1626,6421
0.0298,72512
0.1118,64147
0.0002,55688
0.0388,36455
0.107,64901
0.0572,45881
0.239,12876
0.0724,12754
0.0792,9763
0.0442,65252
0.025,5811
0.0006,31538
0.2422,10255
0.041,33541
0.1132,70988
0.2286,60245
0.1786,16715
0.1416,56241
0.718,70929
0.7318,70252
0.087,34799
0.6314,60146
0.0838,34739
0.0982,51248
0.0048,7712
0.1498,63853
0.0924,71740
0.175,27326
0.0516,11741
0.1174,8906
0.0058,2225
0.2802,23093
0.1042,62270
0.1836,40510
0.0832,6533
0.0228,43397
0.1118,63217
0.0068,56331
0.1326,35240
0.1204,54356
0.0038,25548
0.0292,7209
0.2378,26510
0.1074,3514
0.1148,58381
0.2172,22061
0.0806,49239
0.0232,17344
0.3016,25778
0.0772,63004
0.1284,35839
0.066,48323
0.162,44191
0.0482,33308
0.0196,32854
0.1006,39843
0.1026,63254
0.2216,62570
0.0694,67702
0.1196,17214
0.1254,4453
0.208,26539
0.1554,54262
0.197,50623
0.0432,40848
0.0662,18598
0.076,15394
0.6924,2445
0.1294,24209
0.0116,30286
0.0588,65847
0.0524,72341
0.1036,9143
0.2388,43230
0.1838,23479
0.0706,48429
0.121,46535
0.119,12220
0.1494,9769
0.7398,60428
0.1648,40416
0.1144,8918
0.1832,26903
0.0486,59945
0.1628,44202
0.0256,5241
0.1502,12750
0.0548,26352
0.1526,64761
0.0006,30863
0.0352,49309
0.1384,18980
0.1228,23939
0.5126,24035
0.1462,17328
0.19,46119
0.0274,6352
0.08,12070
0.6028,19645
0.0758,37255
0.0006,31481
0.0698,16923
0.011,34172
0.0838,21980
0.0514,37205
0.061,59394
0.6296,62085
0.1002,54960
0.0536,59745
0.1886,46762
0.0246,54403
0.0826,36202
0.0256,50402
0.1502,63627
0.1126,19451
0.2148,48753
0.0624,26853
0.0358,65171
0.1098,45039
0.0446,54696
0.0476,41780
0.0208,22441
0.2732,54278
0.0296,30726
0.1194,72581
0.0828,61595
0.0418,15767
0.0664,40013
0.0168,37226
0.0166,5036
0.0574,22862
0.0618,16213
0.055,685
0.0874,1309
0.8662,72546
0.063,5877
0.212,34386
0.123,32441
0.0594,69088
0.3484,35319
0.0002,55935
0.0578,10923
0.0482,3181
0.0474,7265
0.0346,12527
0.0276,21073
0.0084,15772
0.0738,18012
0.0552,39561
0.0012,30845
0.2528,3990
0.0814,43621
0.0102,50355
0.2016,58569
0.1626,37480
0.0908,29863
0.247,13255
0.778,70435
0.0194,66966
0.05,67647
0.273,72616
0.0202,63253
0.0994,29671
0.513,506
0.3054,68265
0.0884,4908
0.0808,62454
0.0266,3198
0.1988,70962
0.0014,53474
0.1172,25834
0.0674,22773
0.131,61948
0.1518,17060
0.2958,14106
0.1186,33379
0.067,6424
0.2498,49314
0.0802,37032
0.029,53142
0.1152,10695
0.1516,68276
0.149,13751
0.0258,36164
0.0156,65122
0.0682,70577
0.1158,39569
0.1558,34483
0.474,16568
0.408,44971
0.1736,21147
0.1028,23026
0.3004,25355
0.0306,29735
0.0334,69354
0.0704,41856
0.0008,29475
0.006,36889
0.0084,29468
0.1468,24559
0.0468,49384
0.1266,63336
0.0698,2826
0.1492,28659
0.1284,34773
0.162,47796
0.4386,59256
0.1952,65825
0.7708,1636
0.3942,10627
0.143,43506
0.0826,26402
0.0732,32560
0.0308,25842
0.0542,41783
0.0558,59369
0.0786,43738
0.204,28472
0.0704,31976
0.0652,18982
0.7914,25829
0.073,12438
0.127,33658
0.1158,404
0.184,63914
0.1012,63396
0.0316,20867
0.0034,2635
0.1624,20798
0.1292,26128
0.339,23139
0.0248,52578
0.0764,49165
0.1006,15984
0.1926,151
0.126,16859
0.1628,59202
0.0512,52725
0.0212,10007
0.0838,23547
0.0986,32240
0.1546,2885
0.0684,69462
0.1658,54455
0.0438,26513
0.4394,49675
0.0712,21542
0.0916,57182
0.1286,11057
0.0014,42996
0.6796,503
0.0392,22707
0.3072,42382
0.0288,44269
0.0892,26857
0.0142,13136
0.019,22718
0.049,72846
0.1956,5194
0.1098,45854
0.0848,13249
0.032,19507
0.0128,11612
0.1124,57980
0.0752,10612
0.0068,15298
0.1524,41725
0.1548,1482
0.0522,48315
0.0488,43946
0.003,40514
0.0854,5081
0.0152,69163
0.1306,23247
0.0414,7844
0.068,63744
0.0842,67776
0.0278,42406
0.188,6786
0.0302,32295
0.1786,39481
0.0732,27625
0.1232,68534
0.0032,54165
0.0082,55634
0.4004,35198
0.0872,56257
0.1302,33262
0.1178,63653
0.2964,48652
0.0628,18768
0.042,3716
0.008,49297
0.0408,67793
0.0664,59483
0.0658,43747
0.1442,59933
0.1774,1081
0.0542,16740
0.3336,10629
0.3514,58639
0.0784,38809
0.6272,3274
0.2684,30737
0.2268,52732
0.2548,41954
0.156,33594
0.0294,24394
0.2982,1144
0.1066,68989
0.0596,50827
0.1306,16244
0.2758,11095
0.2494,17406
0.094,20900
0.7296,69405
0.0666,27226
0.2236,23304
0.0626,2710
0.1052,62316
0.0532,44197
0.0964,10587
0.1642,60056
0.1034,49791
0.1416,64391
0.1414,19528
0.2416,43186
0.059,63093
0.0202,37503
0.148,4960
0.0884,52295
0.0256,10214
0.0362,25134
0.1118,19201
0.0066,29647
0.0034,39416
0.0234,44835
0.6242,4559
0.173,23123
0.0314,40951
0.032,68683
0.001,55412
0.3242,26809
0.1332,8391
0.0522,64641
0.1264,23903
0.362,56323
0.1516,30946
0.0236,62685
0.0272,31040
0.2588,68803
0.0032,9651
0.0172,55091
0.0328,20348
0.129,36267
0.3412,13637
0.2688,67206
0.031,43557
0.1694,70709
0.4544,2061
0.0794,42092
0.0696,48546
0.0138,55908
0.0316,24991
0.1136,16426
0.0132,54538
0.0556,56626
0.1626,50508
0.0012,55883
0.0166,11618
0.1368,46436
0.1436,26087
0.0088,19480
0.024,40699
0.1798,43588
0.0198,46130
0.0246,13203
0.1152,52343
0.0668,62147
0.7908,72094
0.006,31861
0.144,27453
0.1998,21715
0.2404,40087
0.0758,6457
0.0698,17959
0.031,56989
0.0136,13016
0.2094,12451
0.1534,25411
0.0298,10970
0.1354,37710
0.1472,59814
0.0426,60303
0.4734,13931
0.0896,36604
0.1056,25192
0.0618,2706
0.744,1724
0.0066,10341
0.2234,43127
0.0986,23134
0.2184,47608
0.0592,5053
0.1782,25365
0.2326,7005
0.1104,35503
0.7142,70003
0.1602,51249
0.1422,48709
0.0772,58992
0.1514,58236
0.1868,49660
0.1006,71621
0.1634,52061
0.1436,27636
0.126,60536
0.1578,71831
0.067,64855
0.0944,377
0.2176,16597
0.1142,7943
0.0364,55993
0.0944,26940
0.067,12627
0.0628,38252
0.227,1570
0.0488,39940
0.0784,19091
0.1062,1244
0.0558,68840
0.0654,72994
0.16,47535
0.0046,31643
0.1366,12021
0.2012,49010
0.064,34252
0.037,65127
0.321,36021
0.1594,5335
0.0194,43555
0.7372,60315
0.16,44436
0.1904,20110
0.064,42349
0.0648,23011
0.146,8466
0.0656,39656
0.0722,44091
0.0716,2085
0.0036,54080
0.2344,25569
0.2064,469
0.092,45565
0.0984,21111
0.0302,21626
0.0336,36264
0.0604,4679
0.1742,43019
0.0974,11961
0.2244,28856
0.184,40891
0.7094,69059
0.064,52301
0.0976,64797
0.1534,28020
0.0286,32561
0.4162,24482
0.0378,18838
0.0912,26840
0.2226,10929
0.053,47143
0.0,53636
0.0194,61511
0.1278,6373
0.0734,66640
0.0894,465
0.0592,50191
0.0352,29451
0.1204,48645
0.1036,67559
0.1294,63916
0.099,69522
0.207,39155
0.0356,60472
0.0984,26414
0.1892,37504
0.1814,72423
0.326,21641
0.0514,45537
0.2744,63260
0.139,19916
0.026,36107
0.1754,8954
0.254,34349
0.2052,64820
0.1546,11640
0.2394,30077
0.2956,72394
0.1386,4413
0.3364,44063
0.1464,57482
0.0528,1217
0.1264,15162
0.0736,63459
0.061,22678
0.0596,45534
0.6418,20031
0.1612,47554
0.1982,26161
0.1176,14432
0.3214,16539
0.2326,24237
0.0296,10887
0.094,37952
0.0622,48388
0.1264,25629
0.1688,52127
0.375,64598
0.069,13785
0.2574,42928
0.1088,66512
0.2414,34844
0.0862,28751
0.3098,1792
0.0102,42894
0.0794,57704
0.0818,48796
0.2178,66644
0.1404,13071
0.0128,7200
0.0572,7029
0.0236,26407
0.1672,70353
0.0428,65322
0.203,25456
0.035,47683
0.11,68754
0.0626,31652
0.061,59130
0.1418,38407
0.7968,65906
0.0342,52750
0.4124,57269
0.3276,60258
0.0376,43420
0.1784,62649
0.1516,71252
0.2248,62301
0.0638,24391
0.0402,10745
0.0146,39528
0.1294,40531
0.051,52866
0.1528,26264
0.248,27360
0.2956,21192
0.0566,71965
0.0952,17800
0.0932,7112
0.0204,18811
0.3412,65795
0.0406,28235
0.1576,27807
0.0604,70377
0.014,25544
0.0778,15376
0.0808,62972
0.1068,38525
0.1244,30108
0.1564,70096
0.0672,71985
0.05,50582
0.0984,34761
0.0622,6644
0.0034,55819
0.0788,51324
0.1636,22724
0.0724,21106
0.2574,51650
0.5878,35619
0.267,15729
0.161,15690
0.0554,59503
0.2258,51251
0.0,7730
0.0328,48760
0.4334,29069
0.1814,6017
0.1534,14433
0.0642,17408
0.1396,38649
0.2042,52326
0.1496,61897
0.0208,57987
0.1154,45051
0.0144,71149
0.0928,44033
0.0534,67088
0.1742,4787
0.0346,59678
0.0916,36514
0.0886,58340
0.0044,15615
0.0492,16572
0.0472,43674
0.0436,22882
0.0488,9520
0.0002,31339
0.1506,19167
0.1206,37668
0.1022,4147
0.1114,3428
0.0058,15156
0.1152,45322
0.1416,65397
0.1826,54705
0.1504,62448
0.1524,27321
0.0552,39710
0.0712,50936
0.1264,22116
0.005,24438
0.171,40895
0.0772,14619
0.041,41193
0.2348,13511
0.0736,35311
0.1334,51231
0.001,55492
0.1022,67290
0.0958,10580
0.0872,52437
0.0238,62118
0.0646,44675
0.1068,3319
0.0152,16734
0.1588,40111
0.02,41982
0.0766,59455
0.042,26898
0.0316,66754
0.087,15818
0.0738,42235
0.2644,8519
0.0224,18966
0.1908,52656
0.057,44358
0.0896,35391
0.012,39550
0.1444,1813
0.061,20759
0.0996,22137
0.0134,17453
0.052,29315
0.0492,32784
0.0622,68655
0.061,39281
0.0282,44674
0.8402,55313
0.0336,29864
0.0448,7924
0.0886,48565
0.49,63157
0.0654,30131
0.0328,45657
0.0412,61272
0.088,52828
0.0484,18690
0.3254,51670
0.1416,69057
0.1024,6012
0.121,57923
0.081,36453
0.0342,35128
0.0474,2588
0.0616,62149
0.7224,20202
0.121,61857
0.1028,36695
0.1858,47627
0.1634,9162
0.1106,42850
0.123,71580
0.1026,38849
0.039,31665
0.0,54083
0.036,63617
0.0914,71463
0.1662,2050
0.0086,10370
0.1018,36286
0.153,16341
0.1138,25304
0.0828,37478
0.1838,9492
0.1914,70918
0.0028,13386
0.008,54417
0.1558,30211
0.0988,49186
0.656,31759
0.1006,40716
0.162,50256
0.2004,44397
0.0158,20521
0.0382,5388
0.569,62564
0.147,22996
0.122,40062
0.0734,71976
0.092,50308
0.1124,2560
0.142,1094
0.0976,69852
0.1682,61397
0.0556,24881
0.0302,27788
0.027,56978
0.173,44288
0.1172,5816
0.2388,23443
0.657,60515
0.1698,46825
0.0624,45374
0.0784,56730
0.0762,57713
0.111,23439
0.082,71618
0.0532,57211
0.163,38047
0.1122,67209
0.1298,47586
0.1614,22713
0.016,54111
0.0866,17461
0.092,72404
0.0856,38309
0.093,61025
0.112,63150
0.065,12977
0.1088,70976
0.0818,72707
0.1252,62668
0.0118,43895
0.1288,49796
0.3712,35620
0.1828,63640
0.1198,57727
0.3604,29197
0.1062,50793
0.0382,57597
0.0622,63951
0.2866,61824
0.1824,63053
0.1272,13924
0.2462,70346
0.0008,36053
0.003,29688
0.042,40756
0.0794,20903
0.0534,51301
0.1778,14584
0.0428,46297
0.2224,14909
0.1956,10930
0.3318,57314
0.0852,40014
0.0292,27138
0.1166,42753
0.1022,68148
0.0616,48762
0.1026,18934
0.0744,68701
0.1522,47882
0.152,6560
0.211,50722
0.0212,18422
0.1024,68595
0.0386,20628
0.0866,16257
0.359,68938
0.0008,32177
